NAME	TITLE	SCORE	
RPS3AP26		0.16359195	
RP5-1180E21.4		0.16349204	
RNU6-925P		0.1634415	
ABLIM1		0.16336173	
RP11-195E2.1		0.16268855	
CD300LD		0.16262776	
RP11-44K6.2		0.16255267	
LINC01259		0.16237731	
RBM25		0.16237417	
TRAJ12		0.16223781	
PYURF		0.16218176	
CCR1		0.16217723	
TAX1BP1		0.1621196	
MIR661		0.16211452	
PQLC3		0.16193347	
OTUD6B-AS1		0.16134413	
RNF144A		0.16122645	
RP5-1180E21.5		0.16074097	
PCGF3		0.16069523	
HTATSF1		0.16052672	
TRAV4		0.16030517	
SNORD56		0.16015814	
ZMAT1		0.16010031	
MBNL1		0.15994366	
TRIM38		0.15972131	
ZNF80		0.15966588	
U2SURP		0.1589995	
UTY		0.15898535	
SNX2		0.15866016	
VPS29		0.15857968	
UFL1		0.15832472	
ACTR6		0.15805924	
TRIM44		0.15787311	
MRPL32		0.15765093	
AP001469.7		0.15732789	
MIR4671		0.15730233	
TMCO1		0.15729427	
SNORA71B		0.15719923	
RNU6-792P		0.15702209	
MAGEH1		0.15660553	
SLFN12L		0.15628235	
BOK		0.15615535	
NLRC3		0.15604314	
PRPF4B		0.15599036	
RPL22L1		0.15589242	
MRPL3		0.15587308	
PDCD4		0.15574285	
PRNP		0.15561499	
RP11-1094M14.12		0.15498552	
DDX24		0.1549787	
PDIA3		0.15464531	
ZFP62		0.15433882	
PRPF39		0.1543285	
SLFN11		0.1540616	
TMX1		0.15388171	
RNU6-678P		0.15377729	
NKTR		0.15373732	
C5orf56		0.15368868	
OFD1		0.15335444	
DHX15		0.15309756	
ENC1		0.15303573	
LAMP3		0.15300767	
LTV1		0.15295246	
BCL9L		0.15275367	
TRGV4		0.15269265	
JCHAIN		0.15268937	
SLC7A6		0.15267	
NCR1		0.15249525	
RP11-540B6.6		0.15198094	
BCLAF1		0.15183689	
ANKRA2		0.15171853	
C6orf62		0.15166187	
RP11-701H24.5		0.1512253	
KCNA3		0.15121953	
EIF1AY		0.15115108	
WDR75		0.15101297	
MIRLET7G		0.15082604	
CTB-133G6.1		0.15080543	
RP1-39G22.7		0.15079162	
GCSAM		0.15045579	
DOCK10		0.15024662	
LSM3		0.15020521	
KLHL9		0.15012436	
ETAA1		0.15008001	
DCK		0.150051	
GPR183		0.14977975	
NIFK		0.14973529	
TOP2B		0.14972028	
XRRA1		0.14968644	
FAM102A		0.14955373	
AP1S2		0.14896363	
MTIF3		0.1488652	
SNORA65		0.14885782	
KLRC4		0.14870796	
C8orf59		0.14804472	
LINC01215		0.14791925	
TARBP1		0.14786574	
C11orf58		0.14774288	
RP4-666F24.3		0.14767124	
ANKRD10-IT1		0.14750569	
CETN3		0.14738064	
ANKRD22		0.14729214	
THUMPD1		0.14724034	
UBXN4		0.14698352	
RP5-894A10.6		0.14692257	
SRSF3		0.14674333	
ARHGEF3		0.14652157	
SNORA33		0.14626102	
RP11-203M5.6		0.14620054	
PSMA3-AS1		0.14615749	
RP3-467L1.6		0.14593558	
IGHV3-7		0.14556837	
PRSS33		0.14489779	
NUB1		0.14473534	
MRPL47		0.14463481	
USP1		0.14461428	
ZNF107		0.14434172	
CRBN		0.14413574	
FPR3		0.14391425	
PRPF40A		0.14385527	
ZNF224		0.14377667	
IL6ST		0.14356878	
MIR5692C2		0.14350218	
ASNSD1		0.14328253	
CUL1		0.14323092	
TMEM126B		0.14307165	
DNAJA1		0.14300127	
MPHOSPH10		0.14286056	
TMX3		0.14256893	
DDX50		0.14254539	
HSPA9		0.14250414	
CFAP36		0.14243418	
STAT4		0.14214285	
MIR4746		0.14211565	
PDE3B		0.14206855	
RPL7P9		0.14205171	
CEP57		0.14203948	
THAP9-AS1		0.1418956	
EID1		0.14170313	
ZCCHC10		0.14165488	
CLUHP3		0.14164865	
CNTRL		0.1415864	
PAXBP1		0.14142379	
PRKCH		0.1410018	
RHOXF1P1		0.1408746	
IGHJ1P		0.14081794	
CCDC82		0.1408025	
PIK3IP1		0.14077324	
C6orf120		0.1405862	
DCAF16		0.14055902	
PTAR1		0.14040643	
RPF1		0.14035548	
B2M		0.14027199	
FAM43A		0.14020097	
LINC00649		0.14010268	
INTS6L		0.14010197	
RP11-71G12.1		0.13980922	
PSMC6		0.13973989	
HSPH1		0.13969056	
GPRASP1		0.13960983	
MRPL1		0.13960214	
LINC00278		0.13952795	
CLINT1		0.13952541	
DDX60L		0.13933477	
DAPK1		0.13906994	
EIF5		0.13906017	
NFYB		0.13904013	
SNORA2B		0.13883266	
RCAN3		0.13865806	
TSPAN13		0.13862807	
FUBP1		0.1385489	
EPHX2		0.13836178	
RN7SL130P		0.13821577	
GCH1		0.13815144	
MIR659		0.13806969	
LSM8		0.13790815	
PHF10		0.13782333	
SMARCA5		0.1378226	
IGHJ2		0.13775878	
TSPYL1		0.13774997	
PUM3		0.1377373	
TNFAIP8		0.13761339	
SPOCK2		0.13742381	
CYSLTR2		0.1372625	
ABCA1		0.13713361	
MALAT1		0.13705501	
BTLA		0.13695152	
CD84		0.13688895	
USP18		0.13660918	
TIGD1		0.13641533	
P2RY2		0.13619407	
RP11-274B21.14		0.13613209	
USP15		0.13609129	
ZKSCAN8		0.13605122	
TRAJ4		0.13601434	
PRF1		0.1359411	
UHRF2		0.13589811	
PASK		0.13580957	
IGLV3-13		0.13565072	
IGHV3-21		0.13543554	
SVIP		0.1351253	
ZFAND1		0.13510774	
CCAR1		0.1350268	
SLAMF7		0.1350087	
ERVK3-1		0.13493174	
ITGA6		0.13486308	
MYBL1		0.13468586	
RP11-258C19.7		0.13453884	
RNY1P12		0.13450983	
ST6GAL1		0.13441451	
EOMES		0.13421732	
CTC-550B14.7		0.13416712	
TRAJ1		0.13412635	
TRIM56		0.13407163	
P2RY8		0.13393266	
TRBV21-1		0.13386428	
RP3-465N24.5		0.13386193	
CCNL1		0.133749	
RTP4		0.13348752	
KIAA1468		0.13336374	
SLC39A10		0.13301934	
SIGLEC8		0.13296427	
WWP1		0.13293315	
RP11-415F23.3		0.13281362	
STAP1		0.13271594	
IFI27		0.1326132	
HSPD1		0.13226192	
TSEN15		0.13220465	
SLU7		0.1321749	
IER3IP1		0.13200486	
URI1		0.13196836	
KLF12		0.1319175	
TMEM181		0.13176028	
PBDC1		0.13171968	
METTL18		0.13169232	
TUBB2A		0.13153996	
EIF3A		0.13133602	
EML4		0.13129579	
SLFN13		0.13109481	
PHF11		0.13090132	
ZBED5		0.13076241	
ATAD1		0.13067372	
AK6		0.1304353	
RPAP3		0.13042502	
MIR3188		0.13040996	
CASP3		0.13035698	
MGAT4A		0.13027917	
PLD4		0.13024393	
TRAV12-3		0.1302397	
FOPNL		0.13019496	
SRSF10		0.13012907	
FAS		0.1300136	
LAX1		0.12982301	
VBP1		0.12948339	
CYLD		0.12935461	
IER5		0.12931262	
LINC00998		0.12929086	
CCNC		0.12913403	
RCBTB1		0.12909763	
TAP2		0.12905425	
GOPC		0.12903285	
MORF4L2		0.12894748	
METAP2		0.12880176	
TRAF5		0.12877643	
WDR5B		0.12850256	
ZNF204P		0.12829974	
TC2N		0.12821451	
PPIL3		0.12817653	
HNRNPA3		0.1280637	
ECHDC1		0.12803574	
U62631.5		0.12795632	
MIS12		0.12792426	
TRBV1		0.12784883	
CCR12P		0.12775192	
HLA-DOA		0.12771526	
RNU6-8		0.12763445	
BCORP1		0.1275968	
AC104135.2		0.12745467	
PCNP		0.12734696	
ABCE1		0.12709981	
GATA3		0.12709878	
CCNT2		0.12707599	
TRIAP1		0.12679222	
CTD-2245F17.3		0.12676875	
HMGN4		0.12669617	
LILRA4		0.12668231	
IGHD2-8		0.12660837	
TRBV19		0.12658955	
SACM1L		0.1265414	
GALNT12		0.12641679	
ATP8A1		0.12631634	
NUDT21		0.126277	
SFPQ		0.1262759	
RNU6-466P		0.12626971	
THAP12		0.12613061	
MIR4258		0.12608172	
USPL1		0.12603562	
VPS36		0.12593806	
CGGBP1		0.12583739	
NIPSNAP3A		0.12578423	
ENOPH1		0.12575068	
CSTF2T		0.12553333	
FASTKD1		0.12551072	
UHMK1		0.12550123	
RP11-242D8.2		0.12549235	
MGEA5		0.12543057	
GBP1P1		0.12518814	
TMEM128		0.12501837	
TRDV1		0.12494628	
TTC32		0.124889754	
NUCKS1		0.12487731	
RP11-554J4.1		0.12481486	
ETV7		0.124811515	
HAUS1		0.12471198	
BUB3		0.12459177	
ZNF644		0.12438807	
CX3CR1		0.12391057	
SCARNA1		0.12365427	
TRPM7		0.12353086	
MS4A6A		0.12344728	
CFD		0.12338687	
RABGGTB		0.12337525	
STK26		0.12325888	
GSAP		0.12325481	
DDX18		0.12308315	
RPL34P18		0.12302998	
FAM35A		0.123021066	
CRYZ		0.122962505	
ZNF138		0.122941	
COL26A1		0.122940525	
NMD3		0.12283622	
ELK4		0.12278164	
PYHIN1		0.12275102	
HSPB11		0.12265604	
FGFR1OP2		0.12254954	
C2CD5		0.12234204	
POLR3GL		0.12233	
RNU4-78P		0.12229562	
AC092580.4		0.12218252	
HNRNPA1P21		0.1221411	
NDUFS4		0.12210364	
KMT2A		0.122077845	
CD2AP		0.12195317	
RNU6ATAC18P		0.12139707	
ATXN7L3B		0.12134208	
RPE		0.12114283	
SH3BP5-AS1		0.120798185	
DDX21		0.12077215	
CASP1		0.12076474	
GLS		0.12065668	
RP4-733B9.1		0.120646924	
ZNF721		0.12061914	
ESCO1		0.120356984	
IMPA1		0.120213844	
PSMA3		0.12019657	
SNHG5		0.12017607	
SRRM1		0.120162025	
CTC-312O10.2		0.12007595	
HMGN1		0.120045014	
MIRLET7I		0.12000189	
CEP85L		0.11997241	
MTRR		0.119748645	
TTC37		0.119702294	
TRA2B		0.119656295	
APBA2		0.11963141	
CTA-384D8.34		0.11955977	
TRAV3		0.11953077	
IL23A		0.11945874	
ILF3		0.119424954	
VMAC		0.119405285	
GRPEL2		0.119323365	
DIS3		0.11932052	
UPF3A		0.11930673	
RPL4		0.11922905	
GNPTAB		0.119202636	
PEBP1		0.11913945	
ZBTB40		0.11909077	
LANCL1		0.11908495	
SMC6		0.11906048	
WDR43		0.11881624	
FAM84B		0.11877091	
SNHG6		0.11873224	
TRMT13		0.1186151	
FASLG		0.11861448	
MALT1		0.11849463	
OXCT1		0.11843853	
TAF9B		0.11843485	
KLRG1		0.118432075	
CCR8		0.11842648	
ZNF441		0.11837114	
ZNF181		0.11828646	
MIR3682		0.11827014	
PTGDR		0.118247494	
DNTTIP2		0.11822444	
RP11-73M18.7		0.11822167	
TSPYL4		0.118120424	
CLNS1A		0.118005425	
ZBTB4		0.11797219	
PEX2		0.117926225	
TRAJ61		0.1178955	
PCM1		0.117821604	
HES4		0.11781259	
CWC22		0.11776535	
SUPT7L		0.11768629	
CCDC88C		0.11750652	
CD200		0.11746282	
PCF11		0.11746154	
GON7		0.1174554	
DNMT1		0.117346525	
ADH5		0.11722691	
SCAMP5		0.11721495	
PRKCA		0.117051974	
HIGD1A		0.11699873	
RP11-395I14.2		0.11693552	
SKIV2L2		0.11689074	
NET1		0.116888784	
TRBJ2-2		0.11687731	
ABCC1		0.11686209	
BACH2		0.11685047	
ZADH2		0.1165788	
RP5-887A10.1		0.11656116	
NEMF		0.11649833	
MIR548AN		0.11647002	
NDUFA5		0.11613286	
SAMSN1		0.11612267	
ZFY		0.116097435	
TTC27		0.11593508	
NSUN6		0.11565005	
N4BP2L1		0.11563577	
CEACAMP3		0.11561692	
CTD-2006K23.2		0.11560568	
TRAV30		0.11559584	
UTRN		0.11556224	
RP11-327F22.6		0.11550072	
SLC25A36		0.11530311	
RP11-704M14.1		0.11526888	
RBM3		0.11519467	
SDAD1		0.11511059	
TRAJ9		0.11509375	
CCND2		0.11503304	
UTP3		0.1150105	
NEDD1		0.11499779	
FRG1BP		0.114934266	
SESN3		0.11490162	
RP11-473C18.3		0.11484285	
SPTBN1		0.114609525	
RP11-701H24.7		0.11451867	
MBTPS1		0.11446442	
TERF2IP		0.11446123	
RNF19A		0.11446092	
AQP3		0.11421795	
RBM12B		0.11421148	
IGHV1-69		0.11410342	
AC013264.2		0.1140482	
LBH		0.1139947	
CCT6A		0.1138726	
RBM26		0.113847636	
PLSCR1		0.113810904	
CD58		0.11377873	
MIER3		0.11377781	
TRMT12		0.11375704	
CLSTN1		0.113498226	
CARD8		0.1134625	
RP11-705C15.3		0.113417104	
LGALS3BP		0.11326183	
ADAM1A		0.11322875	
DHRS9		0.11322606	
ZNF761		0.11320958	
NUFIP2		0.11319631	
ZNF655		0.11319618	
AC132008.1		0.11315136	
SCML1		0.11313779	
KLRC3		0.1130448	
PIBF1		0.11297543	
SMC5		0.11294302	
MAF		0.11289514	
EPM2AIP1		0.1128364	
MIR4673		0.1128315	
PSTPIP2		0.1127818	
NOLC1		0.11270572	
PLPP6		0.112626106	
MANEA		0.11261808	
XPO1		0.11257438	
TWF1		0.11246418	
SUMO1P1		0.1123719	
PHC3		0.112346485	
RWDD1		0.11222349	
RP11-326C3.13		0.11221848	
PIK3R1		0.11205286	
FCER1A		0.11201284	
SOCS4		0.11190255	
RP3-508I15.19		0.11185032	
TAF1D		0.11178922	
ENOSF1		0.11175737	
ZBTB25		0.111694895	
BCL11B		0.11165492	
RCN2		0.11161556	
ASF1A		0.11156154	
COG3		0.111521594	
TRAV8-5		0.11149188	
QSOX2		0.11146391	
MICU2		0.11144919	
CENPC		0.111282304	
DYNLT3		0.1111667	
PAIP1		0.11116451	
ITPR3		0.111078046	
MED7		0.111073874	
FANCF		0.11106475	
ASUN		0.110923186	
MIR4767		0.110844284	
COMMD10		0.11071159	
SHTN1		0.11049884	
USP47		0.11039983	
ICE1		0.11028104	
SMYD2		0.11023687	
NFATC2		0.110221386	
MTR		0.11021055	
CDKN2AIP		0.110197306	
TRMT6		0.1100738	
SNORA28		0.11006451	
TXNDC9		0.11004397	
MRPS25		0.11001358	
ARMCX3		0.10993176	
NPAT		0.109891325	
ZNF638		0.10988339	
DDX39B		0.10987536	
RP11-408P14.1		0.10987301	
UBA3		0.109786935	
SENP7		0.10978157	
SMC4		0.10976799	
MIR3136		0.10975831	
RP11-137H2.4		0.10955458	
ZNF831		0.109440714	
RP11-488L18.10		0.10941758	
RANBP2		0.10940812	
WBP11		0.109298274	
RNF6		0.10929171	
GTF2F2		0.10927039	
PTGES3P1		0.10915537	
MYCBP2		0.10911511	
GOLGA8B		0.109053314	
CD160		0.10898694	
HSPA13		0.10897231	
MED23		0.10892066	
MIR155HG		0.10884827	
EMC2		0.10884226	
JADE2		0.10882049	
TRDJ4		0.10877448	
NSMCE3		0.108682245	
CEP120		0.108639926	
RP11-61O1.1		0.10853614	
WSB1		0.10852374	
CUL5		0.10852196	
CAPN7		0.10852178	
RP11-779O18.3		0.10849303	
PIGK		0.10843295	
ARL14EP		0.10827287	
AP1AR		0.10826251	
RP11-381E24.1		0.10808385	
MAGEF1		0.10806961	
ZNF594		0.10803633	
HERC6		0.10789764	
KLHL20		0.10786401	
PCMTD2		0.10786234	
THEMIS		0.107770905	
CYP26B1		0.10771405	
HELQ		0.107713476	
ERLEC1		0.1077118	
CHD1		0.10760023	
MYC		0.10759284	
RSRC2		0.10756736	
IGHG2		0.107516944	
LIG4		0.10739761	
IGHVIII-38-1		0.107376136	
RPL26L1		0.10731325	
AC073115.6		0.10729317	
BDP1		0.107197784	
RP11-415F23.4		0.10709222	
BLZF1		0.107024945	
FYTTD1		0.10700562	
RINT1		0.106991455	
ZNF12		0.1068902	
FAM96A		0.106832914	
PPP1R16B		0.106821515	
UBE2Q2		0.10667905	
NT5C3A		0.10657817	
HSF2		0.10644228	
HNMT		0.10641449	
RASA2		0.106389664	
AKAP7		0.10633147	
MORC3		0.1062793	
SATB1		0.106223516	
MAT2A		0.10616057	
CTC-429P9.5		0.10615945	
AC008592.3		0.1061082	
API5		0.1060927	
MIR4737		0.10603307	
VPS13A		0.10597055	
CCDC66		0.105895944	
MPRIP		0.105855726	
DNAJC19		0.10583292	
COA5		0.10575361	
MIR548L		0.10572165	
CTD-2647L4.4		0.105690986	
ERH		0.10561493	
NSMCE4A		0.10557159	
CLEC4D		0.105273105	
ZBTB38		0.10526334	
RAB12		0.10521602	
PTPN2		0.10521026	
TBCA		0.10510772	
CDC14A		0.10505171	
FAM105A		0.10504649	
KIAA0907		0.105033904	
ZNF84		0.10500752	
TPRKB		0.10492766	
RP13-15M17.1		0.10482986	
MIR421		0.10481713	
CASP8AP2		0.104804106	
ZNF550		0.10480204	
FAM107B		0.10477841	
FUBP3		0.10474086	
LINC00996		0.104669906	
C1GALT1		0.10447592	
C3orf38		0.10444028	
